;;;year
MISCAN-Colon (Erasmus/MSK);Zauber AG, Knudsen AB, Rutter CM, Lansdorp-Vogelaar I, Savarino JE, van Ballegooijen M, Kuntz KM. Cost-effectiveness of CT Colonography to screen for colorectal cancer. 2009 Jan 22. Available at http://www.cms.gov/Medicare/Coverage/DeterminationProcess/downloads/id58TA.pdf.;http://www.cms.gov/Medicare/Coverage/DeterminationProcess/downloads/id58TA.pdf;2009
SimCRC (Minnesota/MGH);Bentley TG, Weinstein MC, Kuntz KM, Effects of categorizing continuous variables in decision-analytic models, Med Decis Making, Sept. 1, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19596867;2009
SimCRC (Minnesota/MGH);Zauber AG, Knudsen AB, Rutter CM, Lansdorp-Vogelaar I, Savarino JE, van Ballegooijen M, Kuntz KM. Cost-effectiveness of CT Colonography to screen for colorectal cancer. 2009 Jan 22. Available at http://www.cms.gov/Medicare/Coverage/DeterminationProcess/downloads/id58TA.pdf.;http://www.cms.gov/Medicare/Coverage/DeterminationProcess/downloads/id58TA.pdf;2009
LCOS (Stanford);Pashkevich MA, Sigal BM, Plevritis SK, Modeling the transition of lung cancer from early to advanced stage, Cancer Causes Control, Nov. 1, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19629730;2009
LCPM (MGH);Kong CY, McMahon PM, Gazelle GS, Calibration of disease simulation model using an engineering approach, Value Health, June 1, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19900254;2009
MISCAN-PRO (Erasmus);Draisma G, Etzioni R, Tsodikov A, Mariotto A, Wever E, Gulati R, Feuer E, de Koning H, Lead time and overdiagnosis in prostate-specific antigen screening: importance of methods and context, J Natl Cancer Inst, March 18, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19276453;2009
PSAPC (FHCRC);Draisma G, Etzioni R, Tsodikov A, Mariotto A, Wever E, Gulati R, Feuer E, de Koning H, Lead time and overdiagnosis in prostate-specific antigen screening: importance of methods and context, J Natl Cancer Inst, March 18, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19276453;2009
PSAPC (FHCRC);Fesinmeyer MD, Gulati R, Zeliadt S, Weiss N, Kristal AR, Etzioni R, Effect of population trends in body mass index on prostate cancer incidence and mortality in the United States, Cancer Epidemiol Biomarkers Prev, March 1, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19258479;2009
SCANS (Michigan);Chefo S, Tsodikov A, Stage-specific cancer incidence: an artificially mixed multinomial logit model, Stat Med, July 10, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19452568;2009
SCANS (Michigan);Draisma G, Etzioni R, Tsodikov A, Mariotto A, Wever E, Gulati R, Feuer E, de Koning H, Lead time and overdiagnosis in prostate-specific antigen screening: importance of methods and context, J Natl Cancer Inst, March 18, 2009 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19276453;2009
CISNET-DFCI (Dana-Farber);Lee SJ, Zelen M, Mortality modeling of early detection programs, Biometrics, June 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17725809;2008
Spectrum/G-E (Georgetown/Einstein);Mandelblatt JS, Potosky AL, On the road to improving the quality of breast cancer care: a distance still to travel, Med Care, Aug. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18665054;2008
UWBCS (Wisconsin);Stout NK, Goldie SJ, Keeping the noise down: common random numbers for disease simulation modeling, Health Care Manag Sci, Dec. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18998599;2008
UWBCS (Wisconsin);Tosteson AN, Stout NK, Fryback DG, Acharyya S, Herman BA, Hannah LG, Pisano ED, Cost-effectiveness of digital mammography breast cancer screening, Ann Intern Med, Jan. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18166758;2008
HSPH-Cervical (Harvard);Kim JJ, Goldie SJ, Health and economic implications of HPV vaccination in the United States, N Engl J Med, Aug. 21, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18716299;2008
MISCAN-STDSIM (Erasmus);Goodman MT, Shvetsov YB, McDuffie K, Wilkens LR, Zhu X, Thompson PJ, Ning L, Killeen J, Kamemoto L, Hernandez BY, Prevalence, acquisition, and clearance of cervical human papillomavirus infection among women with normal cytology: Hawaii Human Papillomavirus Cohort Study, Cancer Res, Nov. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18974124;2008
MISCAN-STDSIM (Erasmus);Trottier H, Mahmud S, Prado JC, Sobrinho JS, Costa MC, Rohan TE, Villa LL, Franco EL, Type-specific duration of human papillomavirus infection: implications for human papillomavirus screening and vaccination, J Infect Dis, May 15, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18419547;2008
MISCAN-STDSIM (Erasmus);Lenselink CH, Melchers WJ, Quint WG, Hoebers AM, Hendriks JC, Massuger LF, Bekkers RL, Sexual behaviour and HPV infections in 18 to 29 year old women in the pre-vaccine era in the Netherlands, PLoS One, Jan. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19011683;2008
Policy1-Cervix (CCNSW);Smith MA, Canfell K, Brotherton JM, Lew JB, Barnabas RV, The predicted impact of vaccination on human papillomavirus infections in Australia, Int J Cancer, Oct. 15, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18636563;2008
Policy1-Cervix (CCNSW);Arbyn M, Bergeron C, Klinkhamer P, Martin-Hirsch P, Siebers AG, Bulten J, Liquid compared with conventional cervical cytology: a systematic review and meta-analysis, Obstet Gynecol, Jan. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18165406;2008
MISCAN-Colon (Erasmus/MSK);Zauber AG, Lansdorp-Vogelaar I, Knudsen AB, Wilschut J, van Ballegooijen M, Kuntz KM, Evaluating test strategies for colorectal cancer screening: a decision analysis for the U.S. Preventive Services Task Force, Ann Intern Med, Nov. 4, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18838717;2008
LCPM (MGH);McMahon PM, Kong CY, Weinstein MC, Tramontano AC, Cipriano LE, Johnson BE, Weeks JC, Gazelle GS, Adopting helical CT screening for lung cancer: potential health consequences during a 15-year period, Cancer, Dec. 15, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18988293;2008
LCPM (MGH);McMahon PM, Kong CY, Johnson BE, Weinstein MC, Weeks JC, Kuntz KM, Shepard JA, Swensen SJ, Gazelle GS, Estimating long-term effectiveness of lung cancer screening in the Mayo CT screening study, Radiology, July 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18458247;2008
SimSmoke (Georgetown);Levy DT, Tworek C, Hahn EJ, Davis RE, The Kentucky SimSmoke tobacco policy simulation model: reaching Healthy People 2010 goals through policy change, South Med J, May 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18414175;2008
SimSmoke (Georgetown);Levy DT, Benjakul S, Ross H, Ritthiphakdee B, The role of tobacco control policies in reducing smoking and deaths in a middle income nation: results from the Thailand SimSmoke simulation model, Tob Control, Feb. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18218810;2008
UM-LCSm (Michigan);Meza R, Hazelton WD, Colditz GA, Moolgavkar SH, Analysis of lung cancer incidence in the Nurses' Health and the Health Professionals' Follow-Up Studies using a multistage carcinogenesis model, Cancer Causes Control, April 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18058248;2008
PSAPC (FHCRC);Etzioni R, Gulati R, Falcon S, Penson DF, Impact of PSA screening on the incidence of advanced stage prostate cancer in the United States: a surveillance modeling approach, Med Decis Making, May 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18319508;2008
PSAPC (FHCRC);Etzioni R, Feuer E, Studies of prostate-cancer mortality: caution advised, Lancet Oncol, May 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18452850;2008
PSAPC (FHCRC);Inoue LY, Etzioni R, Morrell C, Muller P. Modeling disease progression with longitudinal markers. J Am Stat Assoc 2008 Mar 103(481):259-70.;;2008
PSAPC (FHCRC);Telesca D, Etzioni R, Gulati R, Estimating lead time and overdiagnosis associated with PSA screening from prostate cancer incidence trends, Biometrics, March 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17501937;2008
PSAPC (FHCRC);Etzioni R, Tsodikov A, Mariotto A, Szabo A, Falcon S, Wegelin J, DiTommaso D, Karnofski K, Gulati R, Penson DF, Feuer E, et al., Quantifying the role of PSA screening in the US prostate cancer mortality decline, Cancer Causes Control, March 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18027095;2008
SCANS (Michigan);Etzioni R, Tsodikov A, Mariotto A, Szabo A, Falcon S, Wegelin J, DiTommaso D, Karnofski K, Gulati R, Penson DF, Feuer E, et al., Quantifying the role of PSA screening in the US prostate cancer mortality decline, Cancer Causes Control, March 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18027095;2008
SCANS (Michigan);Tsodikov A, Chefo S, Generalized Self-Consistency: Multinomial logit model and Poisson likelihood, J Stat Plan Inference, Jan. 1, 2008 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18709183;2008
Bayesian Simulation Model (MDACC);Ravdin PM, Cronin KA, Howlader N, Berg CD, Chlebowski RT, Feuer EJ, Edwards BK, Berry DA, The decrease in breast-cancer incidence in 2003 in the United States, N Engl J Med, April 19, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17442911;2007
BCOS (Stanford);Plevritis SK, Salzman P, Sigal BM, Glynn PW, A natural history model of stage progression applied to breast cancer, Stat Med, Feb. 10, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16598706;2007
UW-Cervical (UWash);French KM, Barnabas RV, Lehtinen M, Kontula O, Pukkala E, Dillner J, Garnett GP, Strategies for the introduction of human papillomavirus vaccination: modelling the optimum age- and sex-specific pattern of vaccination in Finland, Br J Cancer, Feb. 12, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17245341;2007
HSPH-Cervical (Harvard);Kim JJ, Andres-Beck B, Goldie SJ, The value of including boys in an HPV vaccination programme: a cost-effectiveness analysis in a low-resource setting, Br J Cancer, Nov. 5, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17923869;2007
HSPH-Cervical (Harvard);Kim JJ, Kuntz KM, Stout NK, Mahmud S, Villa LL, Franco EL, Goldie SJ, Multiparameter calibration of a natural history model of cervical cancer, Am J Epidemiol, July 15, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17526866;2007
MISCAN-STDSIM (Erasmus);Bulk S, Bulkmans NW, Berkhof J, Rozendaal L, Boeke AJ, Verheijen RH, Snijders PJ, Meijer CJ, Risk of high-grade cervical intra-epithelial neoplasia based on cytology and high-risk HPV testing at baseline and at 6-months, Int J Cancer, July 15, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17354241;2007
MISCAN-STDSIM (Erasmus);Casparie M, Tiebosch AT, Burger G, Blauwgeers H, van de Pol A, van Krieken JH, Meijer GA, Pathology databanking and biobanking in The Netherlands, a central role for PALGA, the nationwide histopathology and cytopathology data network and archive, Cell Oncol, Jan. 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17429138;2007
UMN-Cervical (Minnesota);Kulasingam S, Connelly L, Conway E, Hocking JS, Myers E, Regan DG, Roder D, Ross J, Wain G, A cost-effectiveness analysis of adding a human papillomavirus vaccine to the Australian National Cervical Cancer Screening Program, Sex Health, Sept. 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17931529;2007
CRC-SPIN (RAND);Rutter CM, Yu O, Miglioretti DL, A hierarchical non-homogenous Poisson model for meta-analysis of adenoma counts, Stat Med, Jan. 15, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16372387;2007
MISCAN-Colon (Erasmus/MSK);Zauber AG, Lansdorp-Vogelaar I, Wilschut J, Knudsen AB, van Ballegooijen M, Kuntz KM. Cost-effectiveness of DNA stool testing to screen for colorectal cancer: Report to AHRQ and CMS from the Cancer Intervention and Surveillance Modeling Network (CISNET) for MISCAN and SimCRC Models. 2007 Dec 20. Available at http://www.cms.gov/medicare-coverage-database/details/technology-assessments-details.aspx?TAId=52.;http://www.cms.gov/medicare-coverage-database/details/technology-assessments-details.aspx?TAId=52;2007
SimCRC (Minnesota/MGH);Zauber AG, Lansdorp-Vogelaar I, Wilschut J, Knudsen AB, van Ballegooijen M, Kuntz KM. Cost-effectiveness of DNA stool testing to screen for colorectal cancer: Report to AHRQ and CMS from the Cancer Intervention and Surveillance Modeling Network (CISNET) for MISCAN and SimCRC Models. 2007 Dec 20. Available at http://www.cms.gov/medicare-coverage-database/details/technology-assessments-details.aspx?TAId=52.;http://www.cms.gov/medicare-coverage-database/details/technology-assessments-details.aspx?TAId=52;2007
SimSmoke (Georgetown);Levy DT, Mumford EA, Gerlowski DA, Examining trends in quantity smoked, Nicotine Tob Res, Dec. 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=18058347;2007
SimSmoke (Georgetown);Levy DT, Hyland A, Higbee C, Remer L, Compton C, The role of public policies in reducing smoking prevalence in California: results from the California tobacco policy simulation model, Health Policy, July 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17055104;2007
SimSmoke (Georgetown);Levy DT. The role of public policies in reducing smoking prevalence: results from the SimSmoke tobacco policy simulation model. In: Bonnie RJ, Stratton K, Wallace RB, editors. Committee on Reducing Tobacco Use: Strategies, Barriers, and Consequences, Ending the Tobacco Problem: A Blueprint for the Nation. Washington, DC: Institute of Medicine  2007. p. 578-98.;;2007
SimSmoke (Georgetown);Levy DT, Ross H, Powell L, Bauer JE, Lee HR, The role of public policies in reducing smoking prevalence and deaths caused by smoking in Arizona: results from the Arizona tobacco policy simulation model, J Public Health Manag Pract, Jan. 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17149101;2007
SimSmoke (Georgetown);Ferrante D, Levy D, Peruga A, Compton C, Romano E, The role of public policies in reducing smoking prevalence and deaths: the Argentina Tobacco Policy Simulation Model, Rev Panam Salud Publica, Jan. 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17439692;2007
PSAPC (FHCRC);Mariotto AB, Etzioni R, Krapcho M, Feuer EJ, Reconstructing PSA testing patterns between black and white men in the US from Medicare claims and the National Health Interview Survey, Cancer, May 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17372918;2007
PSAPC (FHCRC);Zeliadt SB, Etzioni R, Ramsey SD, Penson DF, Potosky AL, Trends in treatment costs for localized prostate cancer: the healthy screenee effect, Med Care, Feb. 1, 2007 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17224778;2007
Bayesian Simulation Model (MDACC);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. The impact of mammography and adjuvant therapy on U.S. breast cancer mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network. J Natl Cancer Inst Monographs 2006 36:1-126.;;2006
Bayesian Simulation Model (MDACC);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. Executive summary. J Natl Cancer Inst Monograph 2006 36:1-2.;;2006
Bayesian Simulation Model (MDACC);Berry DA, Inoue L, Shen Y, Venier J, Cohen D, Bondy M, Theriault R, Munsell MF, Modeling the impact of treatment and screening on U.S. breast cancer mortality: a Bayesian approach, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032892;2006
Bayesian Simulation Model (MDACC);Cronin KA, Feuer EJ, Clarke LD, Plevritis SK, Impact of adjuvant therapy and mammography on U.S. mortality from 1975 to 2000: comparison of mortality results from the cisnet breast cancer base case analysis, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032901;2006
BCOS (Stanford);Plevritis SK, Kurian AW, Sigal BM, Daniel BL, Ikeda DM, Stockdale FE, Garber AM, Cost-effectiveness of screening BRCA1/2 mutation carriers with breast magnetic resonance imaging, JAMA, May 24, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16720823;2006
BCOS (Stanford);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. Executive summary. J Natl Cancer Inst Monograph 2006 36:1-2.;;2006
BCOS (Stanford);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. The impact of mammography and adjuvant therapy on U.S. breast cancer mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network. J Natl Cancer Inst Monographs 2006 36:1-126.;;2006
BCOS (Stanford);Plevritis SK, Sigal BM, Salzman P, Rosenberg J, Glynn P, A stochastic simulation model of U.S. breast cancer mortality trends from 1975 to 2000, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032898;2006
BCOS (Stanford);Clarke LD, Plevritis SK, Boer R, Cronin KA, Feuer EJ, A comparative review of CISNET breast models used to analyze U.S. breast cancer incidence and mortality trends, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032899;2006
BCOS (Stanford);Cronin KA, Feuer EJ, Clarke LD, Plevritis SK, Impact of adjuvant therapy and mammography on U.S. mortality from 1975 to 2000: comparison of mortality results from the cisnet breast cancer base case analysis, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032901;2006
CISNET-DFCI (Dana-Farber);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. Executive summary. J Natl Cancer Inst Monograph 2006 36:1-2.;;2006
CISNET-DFCI (Dana-Farber);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. The impact of mammography and adjuvant therapy on U.S. breast cancer mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network. J Natl Cancer Inst Monographs 2006 36:1-126.;;2006
CISNET-DFCI (Dana-Farber);Lee S, Zelen M, A stochastic model for predicting the mortality of breast cancer, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032897;2006
CISNET-DFCI (Dana-Farber);Cronin KA, Feuer EJ, Clarke LD, Plevritis SK, Impact of adjuvant therapy and mammography on U.S. mortality from 1975 to 2000: comparison of mortality results from the cisnet breast cancer base case analysis, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032901;2006
MISCAN-Fadia (Erasmus);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. Executive summary. J Natl Cancer Inst Monograph 2006 36:1-2.;;2006
MISCAN-Fadia (Erasmus);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. The impact of mammography and adjuvant therapy on U.S. breast cancer mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network. J Natl Cancer Inst Monographs 2006 36:1-126.;;2006
MISCAN-Fadia (Erasmus);Tan SY, van Oortmarssen GJ, de Koning HJ, Boer R, Habbema JD, The MISCAN-Fadia continuous tumor growth model for breast cancer, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032895;2006
MISCAN-Fadia (Erasmus);Habbema JD, Tan SY, Cronin KA, Impact of mammography on U.S. breast cancer mortality, 1975-2000: are intermediate outcome measures informative?, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032900;2006
MISCAN-Fadia (Erasmus);Cronin KA, Feuer EJ, Clarke LD, Plevritis SK, Impact of adjuvant therapy and mammography on U.S. mortality from 1975 to 2000: comparison of mortality results from the cisnet breast cancer base case analysis, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032901;2006
MISCAN-Fadia (Erasmus);Habbema JD, Schechter CB, Cronin KA, Clarke LD, Feuer EJ, Modeling cancer natural history, epidemiology, and control: reflections on the CISNET breast group experience, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032902;2006
Spectrum/G-E (Georgetown/Einstein);Liang W, Kasman D, Wang JH, Yuan EH, Mandelblatt JS, Communication between older women and physicians: preliminary implications for satisfaction and intention to have mammography, Patient Educ Couns, Dec. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16872797;2006
Spectrum/G-E (Georgetown/Einstein);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. The impact of mammography and adjuvant therapy on U.S. breast cancer mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network. J Natl Cancer Inst Monographs 2006 36:1-126.;;2006
Spectrum/G-E (Georgetown/Einstein);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. Executive summary. J Natl Cancer Inst Monograph 2006 36:1-2.;;2006
Spectrum/G-E (Georgetown/Einstein);Mandelblatt J, Schechter CB, Lawrence W, Yi B, Cullen J, The SPECTRUM population model of the impact of screening and treatment on U.S. breast cancer trends from 1975 to 2000: principles and practice of the model methods, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032894;2006
Spectrum/G-E (Georgetown/Einstein);Cronin KA, Feuer EJ, Clarke LD, Plevritis SK, Impact of adjuvant therapy and mammography on U.S. mortality from 1975 to 2000: comparison of mortality results from the cisnet breast cancer base case analysis, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032901;2006
Spectrum/G-E (Georgetown/Einstein);Habbema JD, Schechter CB, Cronin KA, Clarke LD, Feuer EJ, Modeling cancer natural history, epidemiology, and control: reflections on the CISNET breast group experience, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032902;2006
UWBCS (Wisconsin);Stout NK, Rosenberg MA, Trentham-Dietz A, Smith MA, Robinson SM, Fryback DG, Retrospective cost-effectiveness analysis of screening mammography, J Natl Cancer Inst, June 7, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16757702;2006
UWBCS (Wisconsin);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. Executive summary. J Natl Cancer Inst Monograph 2006 36:1-2.;;2006
UWBCS (Wisconsin);Cancer Intervention and Surveillance Modeling Network (CISNET) Breast Cancer Collaborators. The impact of mammography and adjuvant therapy on U.S. breast cancer mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network. J Natl Cancer Inst Monographs 2006 36:1-126.;;2006
UWBCS (Wisconsin);Rosenberg MA, Competing risks to breast cancer mortality, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032889;2006
UWBCS (Wisconsin);Fryback DG, Stout NK, Rosenberg MA, Trentham-Dietz A, Kuruchittham V, Remington PL, The Wisconsin Breast Cancer Epidemiology Simulation Model, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032893;2006
UWBCS (Wisconsin);Cronin KA, Feuer EJ, Clarke LD, Plevritis SK, Impact of adjuvant therapy and mammography on U.S. mortality from 1975 to 2000: comparison of mortality results from the cisnet breast cancer base case analysis, J Natl Cancer Inst Monogr, Jan. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17032901;2006
UW-Cervical (UWash);Barnabas RV, Laukkanen P, Koskela P, Kontula O, Lehtinen M, Garnett GP, Epidemiology of HPV 16 and cervical cancer in Finland and the potential impact of vaccination: mathematical modelling analyses, PLoS Med, May 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16573364;2006
MISCAN-STDSIM (Erasmus);Ronco G, Giorgi-Rossi P, Carozzi F, Dalla Palma P, Del Mistro A, De Marco L, De Lillo M, Naldoni C, Pierotti P, Rizzolo R, Segnan N, et al., Human papillomavirus testing and liquid-based cytology in primary screening of women younger than 35 years: results at recruitment for a randomised controlled trial, Lancet Oncol, July 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16814206;2006
Policy1-Cervix (CCNSW);Lehtinen M, Herrero R, Mayaud P, Barnabas R, Dillner J, Paavonen J, Smith PG, Chapter 28: Studies to assess the long-term efficacy and effectiveness of HPV vaccination in developed and developing countries, Vaccine, Aug. 31, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16950012;2006
MISCAN-Colon (Erasmus/MSK);Vogelaar I, van Ballegooijen M, Schrag D, Boer R, Winawer SJ, Habbema JD, Zauber AG, How much can current interventions reduce colorectal cancer mortality in the U.S.? Mortality projections for scenarios of risk-factor modification, screening, and treatment, Cancer, Oct. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16933324;2006
SimSmoke (Georgetown);Levy DT, Mumford EA, Compton C, Tobacco control policies and smoking in a population of low education women, 1992-2002, J Epidemiol Community Health, Sept. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=17708007;2006
SimSmoke (Georgetown);Levy DT, Mumford EA, Cummings KM, Gilpin EA, Giovino GA, Hyland A, Sweanor D, Warner KE, Compton C, The potential impact of a low-nitrosamine smokeless tobacco product on cigarette smoking in the United States: estimates of a panel of experts, Addict Behav, July 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16256276;2006
SimSmoke (Georgetown);Levy DT, Bauer JE, Lee HR, Simulation modeling and tobacco control: creating more robust public health policies, Am J Public Health, March 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16449585;2006
SimSmoke (Georgetown);Levy DT, Bales S, Lam NT, Nikolayev L, The role of public policies in reducing smoking and deaths caused by smoking in Vietnam: results from the Vietnam tobacco policy simulation model, Soc Sci Med, April 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16182422;2006
YLCM (Yale);Holford TR, Approaches to fitting age-period-cohort models with unequal intervals, Stat Med, March 30, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16143994;2006
PSAPC (FHCRC);Zeliadt SB, Potosky AL, Penson DF, Etzioni R, Survival benefit associated with adjuvant androgen deprivation therapy combined with radiotherapy for high- and low-risk patients with nonmetastatic prostate cancer, Int J Radiat Oncol Biol Phys, Oct. 1, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16904843;2006
SCANS (Michigan);Tsodikov A, Szabo A, Wegelin J, A population model of prostate cancer incidence, Stat Med, Aug. 30, 2006 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16397859;2006
Bayesian Simulation Model (MDACC);Berry DA, Cronin KA, Plevritis SK, Fryback DG, Clarke L, Zelen M, Mandelblatt JS, Yakovlev AY, Habbema JD, Feuer EJ, Effect of screening and adjuvant therapy on mortality from breast cancer, N Engl J Med, Oct. 27, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16251534;2005
