  Name;Auth;Journal/Year;Abstract;Keys;Pmid;Info
Screening for breast cancer in Catalonia - Which policy is to be preferred?;Beemsterboer, PMM, Warmerdam, PG, Boer, R, Borras, JM, Moreno, V, Viladiu, P, De Koning, HJ;EUROPEAN JOURNAL OF PUBLIC HEALTH,1998;;;WOS:000076267800011;
Screening for Cervical Cancer in Primary Care: A Decision Analysis for the US Preventive Services Task Force.;Kim JJ1, Burger EA1,2, Regan C1, Sy S1.;JAMA. 2018 Aug 21.320(7):706-714. doi: 10.1001/jama.2017.19872.;Abstract IMPORTANCE: Evidence on the relative benefits and harms of primary high-risk human papillomavirus (hrHPV) testing is needed to inform guidelines. OBJECTIVE: To inform the US Preventive Services Task Force by modeling the benefits and harms of various cervical cancer screening strategies. DESIGN, SETTING, AND PARTICIPANTS: Microsimulation model of a hypothetical cohort of women initiating screening at age 21 years. EXPOSURES: Screening with cytology, hrHPV testing, and cytology and hrHPV cotesting, varying age to switch from cytology to hrHPV testing or cotesting (25, 27, 30 years), rescreening interval (3, 5 years), and triage options for hrHPV-positive results (16/18 genotype, cytology testing). Current guidelines-based screening strategies comprised cytology alone every 3 years starting at age 21 years, with or without a switch to cytology and hrHPV cotesting every 5 years from ages 30 to 65 years. Complete adherence for all 19 strategies was assumed. MAIN OUTCOMES AND MEASURES: Lifetime number of tests, colposcopies, disease detection, false-positive results, cancer cases and deaths, life-years, and efficiency ratios expressing the trade-off of harms (ie, colposcopies, tests) vs benefits (life-years gained, cancer cases averted). Efficient strategies were those that yielded more benefit and less harm than another strategy or a lower harm to benefit ratio than a strategy with less harms. RESULTS: Compared with no screening, all modeled cervical cancer screening strategies were estimated to result in substantial reductions in cancer cases and deaths and gains in life-years. The effectiveness of screening across the different strategies was estimated to be similar, with primary hrHPV-based and alternative cotesting strategies having slightly higher effectiveness and greater harms than current guidelines-based cytology testing. For example, cervical cancer deaths associated with the guidelines-based strategies ranged from 0.30 to 0.76 deaths per 1000 women, whereas new strategies involving primary hrHPV testing or cotesting were associated with fewer cervical cancer deaths, ranging from 0.23 to 0.29 deaths per 1000 women. In all analyses, primary hrHPV testing strategies occurring at 5-year intervals were efficient. For example, 5-year primary hrHPV testing (cytology triage) based on switching from cytology to hrHPV screening at ages 30 years, 27 years, and 25 years had ratios per life-year gained of 73, 143, and 195 colposcopies, respectively. In contrast, strategies involving 3-year hrHPV testing had much higher ratios, ranging from 2188 to 3822 colposcopies per life-year gained. In most analyses, strategies involving cotesting were not efficient. CONCLUSIONS AND RELEVANCE: In this microsimulation modeling study, it was estimated that primary hrHPV screening may represent a reasonable balance of harms and benefits when performed every 5 years. Switching from cytology to hrHPV testing at age 30 years yielded the most efficient harm to benefit ratio when using colposcopy as a proxy for harms.;Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, P.H.S.,Adult,Advisory Committees,Aged,Cervix Uteri/pathology,Cervix Uteri/virology,Colposcopy/utilization,Decision Support Techniques*,Early Detection of Cancer*/methods,Female,Humans,Incidence,Life Expectancy,Mass Screening,Middle Aged,Papillomaviridae/isolation & purification*,Practice Guidelines as Topic*,Process Assessment (Health Care),United States,Uterine Cervical Neoplasms/diagnosis*,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/mortality,Vaginal Smears*,Young Adult,U01 CA199334/CA/NCI NIH HHS/United States;30140882;
Screening for Colorectal Cancer With Fecal Immunochemical Testing With and Without Postpolypectomy Surveillance Colonoscopy: A Cost-Effectiveness Analysis.;Greuter MJE1, de Klerk CM1, Meijer GA1, Dekker E1, Coupƒ? VMH1.;Ann Intern Med. 2017 Oct 17.167(8):544-554. doi: 10.7326/M16-2891. Epub 2017 Oct 3.;Abstract BACKGROUND: Population-based screening to prevent colorectal cancer (CRC) death is effective, but the effectiveness of postpolypectomy surveillance is unclear. OBJECTIVE: To evaluate the additional benefit in terms of cost-effectiveness of colonoscopy surveillance in a screening setting. DESIGN: Microsimulation using the ASCCA (Adenoma and Serrated pathway to Colorectal CAncer) model. DATA SOURCES: Dutch CRC screening program and published literature. TARGET POPULATION: Asymptomatic persons aged 55 to 75 years without a prior CRC diagnosis. TIME HORIZON: Lifetime. PERSPECTIVE: Health care payer. INTERVENTION: Fecal immunochemical test (FIT) screening with colonoscopy surveillance performed according to the Dutch guideline was simulated. The comparator was no screening or surveillance. FIT screening without colonoscopy surveillance and the effect of extending surveillance intervals were also evaluated. OUTCOME MEASURES: CRC burden, colonoscopy demand, life-years, and costs. RESULTS OF BASE-CASE ANALYSIS: FIT screening without surveillance reduced CRC mortality by 50.4% compared with no screening or surveillance. Adding surveillance to FIT screening reduced mortality by an additional 1.7% to 52.1% but increased lifetime colonoscopy demand by 62% (from 335 to 543 colonoscopies per 1000 persons) at an additional cost of ¢??68 000, for an increase of 0.9 life-year. Extending the surveillance intervals to 5 years reduced CRC mortality by 51.8% and increased colonoscopy demand by 42.7% compared with FIT screening without surveillance. In an incremental analysis, incremental cost-effectiveness ratios (ICERs) for screening plus surveillance exceeded the Dutch willingness-to-pay threshold of ¢??36 602 per life-year gained. RESULTS OF SENSITIVITY ANALYSIS: When using a parameter set representing low colorectal lesion prevalence or when colonoscopy costs were halved or colorectal lesion incidence was doubled, screening plus surveillance became cost-effective compared with screening without surveillance. LIMITATION: Limited data on FIT performance and background CRC risk in the surveillance population. CONCLUSION: Adding surveillance to FIT screening is not cost-effective based on the Dutch ICER threshold and substantially increases colonoscopy demand. Extending surveillance intervals to 5 years would decrease colonoscopy demand without substantial loss of effectiveness. PRIMARY FUNDING SOURCE: Alpe d'HuZes, Dutch Cancer Society, and Stand Up To Cancer.;Aged,Colonic Polyps/diagnosis,Colonic Polyps/therapy,Colonoscopy/economics*,Colorectal Neoplasms/diagnosis*,Cost-Benefit Analysis,Early Detection of Cancer/economics*,Early Detection of Cancer/methods,Feces/chemistry*,Female,Humans,Male,Mass Screening/economics*,Mass Screening/methods,Middle Aged,Occult Blood*;28973514;
Screening for prostate cancer using multivariate mixed-effects models;Morrell, Christopher H., Brant, Larry J., Sheng, Shan, Metter, E. Jeffrey;2012;;;WOS:000304484400001;
Screening women aged 40-49 years: where are we today?;;;;Comment,Editorial,Adult,Age Factors,American Cancer Society,Breast Neoplasms/diagnosis,Breast Neoplasms/mortality*,Breast Neoplasms/prevention & control*,Computer Simulation,Female,Humans,Mammography*,Mass Screening*,Middle Aged,National Institutes of Health (U.S.),Population Surveillance,Sweden,United States;7563159;
Significant improvement in breast cancer survival through population-based mammography screening.;Klemi PJ1, Parvinen I, Pylkkƒýnen L, Kauhava L, Immonen-Rƒýihƒý P, Rƒýsƒýnen O, Helenius H.;Breast. 2003 Oct.12(5):308-13.;"Abstract The purpose of this study was to evaluate the effect of population-based mammography screening on survival. A total of 176 908 screening examinations were performed in 36 000 women aged 40-74 during the years 1987-1997. Screen-detected and interval primary invasive breast cancers (n=685, screened) were more often smaller (P<0.0001), localised (P<0.0001) and histologically better differentiated (grade I vs II-III, P<0.0001) than pre-screening cancers and cancers detected after the defined interval from the last screening (n=184, clinical). Survival was far better in the ""screened"" group than in the ""clinical"" group (P<0.0001, HR 2.55. CI 95% 1.77-3.67). Cox's multivariate analysis revealed axillary lymph node negativity (P<0.0001), histological grade I (P=0.0005) and size less than or equal to 20mm (P=0.0118) as explanations of the beneficial effect of screening. A new observation we recorded was that screening had a beneficial effect even in women whose cancer had already spread into the axillary lymph nodes.";Research Support, Non-U.S. Gov't,Adult,Aged,Breast Neoplasms/diagnosis*,Breast Neoplasms/mortality*,Confidence Intervals,Female,Finland,Humans,Mammography/utilization*,Mass Screening/standards*,Mass Screening/trends,Middle Aged,Neoplasm Staging,Population Surveillance,Predictive Value of Tests,Probability,Prognosis,Proportional Hazards Models,Risk Assessment,Survival Analysis;14659145;
Simulating results from trials of sigmoidoscopy screening using the OncoSim microsimulation model;Coldman, Andrew, Pader, Joy, Gauvreau, Cindy, Memon, Saima, Fitzgerald, Natalie, Flanagan, William, Nadeau, Claude, Earle, Craig, Wolfson, Michael, Miller, Anthony, Lacombe, Jason;2018;;;WOS:000432368900013;
Simulation Model Predicts Cost Savings from Colorectal Cancer Screening;Dreyfuss, John Henry;2010;;;WOS:000273898500003;
Simulation modeling of change to breast cancer detection age eligibility recommendations in Ontario, 2002-2021.;Hunter DJ1, Drake SM, Shortt SE, Dorland JL, Tran N.;Cancer Detect Prev. 2004.28(6):453-60.;Abstract PURPOSE: The purpose of this project was to demonstrate the development and use of a decision support tool based on simulation modeling of breast cancer screening to evaluate the implications for the provision of health services and the economic impact of extending routine radiographic screening for breast cancer to women in the 40-49 age group between 2002 and 2021. METHODS: The main method was computer simulation with a Markov model that used published estimates of population size by age group, breast cancer prevalence and incidence, screening program participation rate, sensitivity and specificity of the screening test and diagnostic test, stage transition probabilities, directed diagnosis rates and costs. FINDINGS: The model predicted that changes to age eligibility requirements would result in the detection of an additional 6610 women with breast cancer in Ontario requiring treatment, at an additional cost of 795 Canadian per case. These costs include those related to screening, diagnosis and initial treatment and apply to the 20-year period. CONCLUSIONS: The model provided a useful decision support tool for those planning and implementing breast cancer screening programs.;Research Support, Non-U.S. Gov't,Age Factors,Breast Neoplasms/diagnosis*,Breast Neoplasms/economics,Computer Simulation*,Decision Support Techniques*,Female,Health Care Costs,Health Planning Guidelines,Humans,Markov Chains,Mass Screening,Middle Aged,Ontario;15582269;
Simulation modeling of lung cancer screening cost-effectiveness analysis;Wan, W.;2015;;;WOS:000367158700505;
Simulation modeling of outcomes and cost effectiveness;Ramsey, SD, McIntosh, M, Etzioni, R, Urban, N;2000;;;WOS:000088799300012;
Simulation of screening for cervical carcinoma as a means of selecting a program for early detection].;;;;English Abstract,Adult,Computer Simulation*,Female,Humans,Mass Screening/methods*,Middle Aged,Uterine Cervical Neoplasms/prevention & control*;3672229;
Stage distribution at first and repeat examinations in breast cancer screening.;Boer R1, de Koning H, van Oortmarssen G, Warmerdam P, van der Maas P.;J Med Screen. 1999.6(3):132-8.;Abstract OBJECTIVES: To investigate observed stage distributions at first and repeat screenings. To compare the observed outcomes with expected values based on simulation modelling, varying the assumptions about the natural history of the disease. METHODS: An overview is made of observed data on stage distribution at first and repeat screenings and the difference between those distributions is summarised in a Gini coefficient. Four possible explanations for the observations are considered, two of these are worked out as Miscan simulation models, and the outcomes are compared with observations. RESULTS: Often the reported stage distributions at repeat screenings are not or only slightly more favourable than at first screenings and, in the ones that are more favourable, the difference is relatively small. If, in the Miscan model, it is assumed that there is no correlation between the duration of preclinical breast cancer in consecutive tumour size categories and that there is a strong influence of latent cancers, it is not possible to reproduce the observed outcomes. CONCLUSIONS: The two modelled explanations are not sufficient. Decreasing sensitivity seems an unlikely explanation for the discrepancy in many screening programmes. The possibility that the observations may be explained because false reassurance has been given should be seriously considered and investigated.;Meta-Analysis,Adult,Aged,Breast Neoplasms/pathology*,Computer Simulation,Confidence Intervals,Disease Progression,Female,Humans,Mass Screening/methods*,Mass Screening/statistics & numerical data,Middle Aged,Models, Statistical,Neoplasm Staging/statistics & numerical data,Sensitivity and Specificity;10572843;
Strategic Distributional Cost-Effectiveness Analysis for Improving National Cancer Screening Uptake in Cervical Cancer: A Focus on Regional Inequality in South Korea.;Lee TH1,2, Kim W1,2, Shin J2,3, Park EC2,3, Park S2,4, Kim TH2,4.;Cancer Res Treat. 2018 Jan.50(1):212-221. doi: 10.4143/crt.2016.525. Epub 2017 Mar 30.;Abstract PURPOSE: The purpose of this study was to conduct a cost effectiveness analysis of strategies designed to improve national cervical cancer screening rates, along with a distributional cost effectiveness analysis that considers regional disparities. MATERIALS AND METHODS: Cost effectiveness analysis was conducted using a Markov cohort simulation model, with quality adjusted life years as the unit of effectiveness. The strategies considered were current (biennial Papanicolaou smear cytology of females aged 20 or above), strong screening recommendation by mail to target regions (effect, 12% increase in screening uptake. cost, 1,000 Korean won per person), regular universal screening recommendation by mail (effect, 6% increase in screening uptake. cost, 500 Korean won per person), and strong universal screening recommendation by mail (effect, 12% increase in screening uptake. cost, 1,000 Korean won per person). Distributional cost effectiveness analysis was conducted by calculating the cost effectiveness of strategies using the Atkinson incremental cost effectiveness ratio. RESULTS: All strategies were under the threshold value, which was set as the Korean gross domestic product of $25,990. In particular, the 'strong screening recommendation to target regions' strategy was found to be the most cost effective (incremental cost effectiveness ratio, 7,361,145 Korean won). This was also true when societal inequality aversion increased in the distributional cost effectiveness analysis. CONCLUSION: The 'strong screening recommendation to target regions' strategy was the most cost effective approach, even when adjusting for inequality. As efficiency and equity are objectives concurrently sought in healthcare, these findings imply a need to develop appropriate economic evaluation methodologies to assess healthcare policies.;Adult,Aged,Aged, 80 and over,Cohort Studies,Cost-Benefit Analysis/methods*,Female,Humans,Mass Screening,Middle Aged,Republic of Korea,Uterine Cervical Neoplasms/economics*,Uterine Cervical Neoplasms/pathology,Young Adult;28361522;
The Cancer Risk Management Model: A Tool to Inform Canadian Policymakers Implementing Low-Dose CT Screening for Lung Cancer;Evans, William K., Gofffin, John, Flanagan, William, Miller, Anthony, Fitzgerald, Natalie, Memon, Saima, Fung, Sharon, Wolfson, Michael;2015;;;WOS:000370365100260;
The contribution of risk prediction models to early detection of lung cancer.;Field JK1, Chen Y, Marcus MW, Mcronald FE, Raji OY, Duffy SW.;J Surg Oncol. 2013 Oct.108(5):304-11. doi: 10.1002/jso.23384. Epub 2013 Aug 29.;Abstract Low-dose computed tomography screening is a strategy for early diagnosis of lung cancer. The success of such screening will be dependent upon identifying populations at sufficient risk in order to maximise the benefit-to-harm ratio of the intervention. To facilitate this, the lung cancer risk prediction community has established several risk models with good predictive performance. This review focuses on current progress in risk modelling for lung cancer prediction, with some views on future development.;Research Support, Non-U.S. Gov't,Review,Early Detection of Cancer*,Female,Humans,Lung Neoplasms/diagnosis*,Male,Models, Statistical,Risk,Risk Reduction Behavior,Tomography, X-Ray Computed,09/61/01/Department of Health/United Kingdom;23996507;
The cost-effectiveness of cervical screening in Australia: what is the impact of screening at different intervals or over a different age range?;Anderson R1, Haas M, Shanahan M.;Aust N Z J Public Health. 2008 Feb.32(1):43-52. doi: 10.1111/j.1753-6405.2008.00165.x.;Abstract OBJECTIVE: To estimate the cost-effectiveness of altering the currently recommended interval and age range for cervical screening of Australian women. METHODS: The cost and effectiveness estimates of alternative screening strategies were generated using an established decision model. This model incorporated a Markov model (of the natural history of cervical cancer and pre-cancerous lesions) and decision trees which: 'mapped' the various pathways to cervical cancer screening. the follow-up of abnormal Pap test results. and the management of confirmed lesions. The model simulated a hypothetical large cohort of Australian women from age 15 to age 85 and calculated the accumulated costs and life-years under each screening strategy. RESULTS: Our model estimated that moving from the current two-yearly screening strategy to annual screening (over the same age range) would cost $379,300 per additional life-year saved. Moving from the current strategy to three-yearly screening would yield $117,100 of savings per life-year lost (costs and effects both discounted at 5% per year), with a relatively modest (<5%) reduction in the total number of life-years saved by the program. CONCLUSIONS: Although moving to annual screening would save some additional lives, it is not a cost-effective strategy. Consideration should be given to increasing the recommended interval for cervical screening. However, the net value of any such shift to less effective (e.g. less frequent) and less costly screening strategies will require better evidence about the cost-effectiveness of strategies that encourage non-screeners or irregular screeners to have a Pap test more regularly.;Adolescent,Adult,Age Factors,Aged,Aged, 80 and over,Australia,Cost Savings,Cost-Benefit Analysis,Decision Support Techniques,Decision Trees,Female,Humans,Markov Chains,Mass Screening/economics*,Middle Aged,Program Evaluation,Uterine Cervical Neoplasms/diagnosis*,Uterine Cervical Neoplasms/economics;18290913;
The cost-effectiveness of immunochemical tests for colorectal cancer screening.;Lejeune C1, Le Gleut K2, Cottet V3, Galimard C4, Durand G2, Dancourt V3, Faivre J3.;Dig Liver Dis. 2014 Jan.46(1):76-81. doi: 10.1016/j.dld.2013.07.018. Epub 2013 Sep 4.;Abstract BACKGROUND: The optimal immunochemical test to use for generalised mass screening is still under debate in France. AIM: To compare the cost and effectiveness in biennial screening for colorectal cancer of fifteen strategies consisting of the three-stool sample un-rehydrated guaiac faecal occult blood test and three immunochemical tests: Magstream, FOB-Gold and OC-Sensor, at different positivity cut-off levels and stool-sample collection. METHODS: A Markov model was used to compare these strategies in a general population of 100,000 individuals aged 50-74 over a 20-year period. RESULTS: Immunochemical tests were efficient strategies compared with guaiac faecal occult blood test. When all 15 strategies were compared with each other, only five of them remained efficient: the one- and two-stool sample Magstream, the one- and two-stool sample FOB-Gold with the 176 ng/mL cut-off, and the two-stool sample OC-Sensor with the 150 ng/mL cut-off. Sensitivity analyses showed that, at an identical price, the one-stool sample OC-Sensor was the most efficient strategy, and outperformed FOB-Gold. CONCLUSION: One-stool immunochemical testing can be considered a promising alternative to the guaiac faecal occult blood test for colorectal cancer mass screening in the general population. Competition between manufacturers should now be introduced to reduce purchase price differences. Copyright ‚? 2013 Editrice Gastroenterologica Italiana S.r.l. Published by Elsevier Ltd. All rights reserved.;Research Support, Non-U.S. Gov't,Aged,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/economics,Cost-Benefit Analysis,Early Detection of Cancer/economics,Early Detection of Cancer/instrumentation*,Female,Humans,Immunochemistry/economics,Immunochemistry/instrumentation*,Male,Markov Chains,Mass Screening/economics,Mass Screening/instrumentation,Middle Aged,Occult Blood*;24012177;
The cost-effectiveness of screening for colorectal cancer.;;CMAJ. 2010 Sep 7.182(12):1307-13. doi: 10.1503/cmaj.090845. Epub 2010 Jul 12.;Abstract BACKGROUND: Published decision analyses show that screening for colorectal cancer is cost-effective. However, because of the number of tests available, the optimal screening strategy in Canada is unknown. We estimated the incremental cost-effectiveness of 10 strategies for colorectal cancer screening, as well as no screening, incorporating quality of life, noncompliance and data on the costs and benefits of chemotherapy. METHODS: We used a probabilistic Markov model to estimate the costs and quality-adjusted life expectancy of 50-year-old average-risk Canadians without screening and with screening by each test. We populated the model with data from the published literature. We calculated costs from the perspective of a third-party payer, with inflation to 2007 Canadian dollars. RESULTS: Of the 10 strategies considered, we focused on three tests currently being used for population screening in some Canadian provinces: low-sensitivity guaiac fecal occult blood test, performed annually. fecal immunochemical test, performed annually. and colonoscopy, performed every 10 years. These strategies reduced the incidence of colorectal cancer by 44%, 65% and 81%, and mortality by 55%, 74% and 83%, respectively, compared with no screening. These strategies generated incremental cost-effectiveness ratios of $9159, $611 and $6133 per quality-adjusted life year, respectively. The findings were robust to probabilistic sensitivity analysis. Colonoscopy every 10 years yielded the greatest net health benefit. INTERPRETATION: Screening for colorectal cancer is cost-effective over conventional levels of willingness to pay. Annual high-sensitivity fecal occult blood testing, such as a fecal immunochemical test, or colonoscopy every 10 years offer the best value for the money in Canada.;Research Support, Non-U.S. Gov't,Canada,Colonoscopy/economics,Colorectal Neoplasms/drug therapy,Colorectal Neoplasms/economics,Colorectal Neoplasms/prevention & control*,Cost-Benefit Analysis,Costs and Cost Analysis,Humans,Life Expectancy,Markov Chains,Mass Screening/economics*,Mass Screening/methods,Mass Screening/standards,Occult Blood,Quality of Life,Sensitivity and Specificity,Time Factors;20624866;
The Cost-Effectiveness of Visual Triage of Human Papillomavirus-Positive Women in Three Low- and Middle-Income Countries.;Campos NG1, Jeronimo J2, Tsu V2, Castle PE3,4, Mvundura M5, Kim JJ6.;Cancer Epidemiol Biomarkers Prev. 2017 Oct.26(10):1500-1510. doi: 10.1158/1055-9965.EPI-16-0787. Epub 2017 Jul 14.;Abstract Background: World Health Organization guidelines support human papillomavirus (HPV) testing alone (followed by treatment with cryotherapy) or in conjunction with visual inspection with acetic acid (VIA) triage testing. Our objective was to determine the cost-effectiveness of VIA triage for HPV-positive women in low-resource settings.Methods: We calibrated mathematical simulation models of HPV infection and cervical cancer to epidemiologic data from India, Nicaragua, and Uganda. Using cost and test performance data from the START-UP demonstration projects, we assumed screening took place either once or three times in a lifetime between ages 30 and 40 years. Strategies included (i) HPV al followed by cryotherapy for all eligible HPV-positive women. and (ii) HPV testing with VIA triage for HPV-positive women, followed by cryotherapy for eligible women who were also VIA-positive (HPV-VIA). Model outcomes included lifetime risk of cervical cancer and incremental cost-effectiveness ratios (ICERs. international dollars/year of life saved).Results: In all three countries, HPV alone was more effective than HPV-VIA. In Nicaragua and Uganda, HPV alone was also less costly than HPV-VIA. ICERs associated with screening three times in a lifetime (HPV alone) were below per capita GDP. In India, both HPV alone and HPV-VIA had ICERs below per capita GDP.Conclusions: VIA triage of HPV-positive women is not likely to be cost-effective in settings with high cervical cancer burden. HPV alone followed by treatment may achieve greater health benefits and value for public health dollars.Impact: This study provides early evidence on the cost-effectiveness of HPV testing followed by VIA triage versus an HPV screen-and-treat strategy. Cancer Epidemiol Biomarkers Prev. 26(10). 1500-10. ¯õ?2017 AACR.;Research Support, Non-U.S. Gov't,Adult,Cervical Intraepithelial Neoplasia/economics*,Cervical Intraepithelial Neoplasia/virology,Cost-Benefit Analysis/methods*,Female,Humans,Income,Middle Aged,Papillomavirus Infections/economics*,Papillomavirus Infections/virology,Social Class;28710075;
The cost-utility of integrated cervical cancer prevention strategies in the Ontario setting - Can we do better?;;Vaccine. 2016 Apr 7.34(16):1936-44. doi: 10.1016/j.vaccine.2016.02.016. Epub 2016 Feb 15.;Abstract INTRODUCTION: A universal, publicly funded, school-based human papillomavirus (HPV) vaccination program in grade eight girls was initiated in Ontario in 2007. We present a cost-utility analysis of integrated cervical cancer prevention programs from the healthcare payer perspective. METHODS: Our analysis was based on linked HPV transmission and disease history models. We obtained data from the literature, provincial surveys and Ontario population-based linked health administrative datasets. We modeled combinations of vaccination and screening strategies. We considered vaccination based on the Ontario experience, as well as conservative and optimistic scenarios, varying coverage, vaccine effectiveness and duration of protection. We considered 900 screening scenarios (screening start age: 21-70 years, screening interval: 3-20 years. 1-year time steps). The current schedule screens every 3 years starting at age 21 years. We examined (1) first vaccinated cohort (low herd-immunity), and (2) steady state, i.e. all cohorts were vaccinated (high herd-immunity). RESULTS: Adding vaccination to the current screening schedule was cost-effective (<C$10,000/quality-adjusted life year (QALY)) across all scenarios. Delaying screening start and/or extending screening intervals increased both expected QALYs and cost, and increased overall NHB for screening schedules with a start age of 25-35 years and 3-10-year intervals for most scenarios. CONCLUSION: Delaying screening start age and/or extending screening intervals in vaccinated cohorts is likely to be cost-effective. Consideration should be given to both the short- and long-term implications of health policy decisions, particularly for infectious disease interventions that require long time intervals to reach steady state. Crown Copyright ¯õ? 2016. Published by Elsevier Ltd. All rights reserved.;Adult,Aged,Cost-Benefit Analysis,Early Detection of Cancer/economics*,Female,Humans,Mass Screening/economics*,Middle Aged,Models, Economic,Ontario,Papillomavirus Infections/prevention & control*,Papillomavirus Infections/transmission,Papillomavirus Vaccines/economics*,Papillomavirus Vaccines/therapeutic use,Quality-Adjusted Life Years,Uterine Cervical Neoplasms/prevention & control*,Vaccination/economics*,Young Adult,Papillomavirus Vaccines;26892739;
The Economic Evaluation of Lung Cancer Screening Using a System Model,; Koinuma N. ;2003,Japanese Journal of Lung Cancer ; Economic evaluation in cancer screening is increasingly used to help clinicians and policy makers make sound and rational decisions. This is a useful tool that gives us the information on the effects of health programs and of alternative options in terms of their costs, consequences and benefits. This is to clarify the present and future relationship between the input resources and economic effects of lung cancer control programs for developing evidence-based health policy and for improving the quality of health services. We developed a system model of cancer prognosis, similar to the Markov Model, and analyzed the balance of patient labor productivity (Benefit) and accumulated cancer care costs including screening costs (Cost). Such parameters as distribution of stages, probability of progress, 5-year-survival and medical costs of survivors were collected for the model. The cost-benefit ratios, expected survival years, costs per QALYs, costs of lifesaving, death rate (mortality/morbidity) and also the simulated future changes were calculated in the model. It costs 2-4 times in the lung cancer screening for the age of 40's in compared with that of 50's. The proportion of in total expenditure in lung cancer control program will be approximately 30-40% even in 2010, while the relatively better result from 50 to 70% will be appeared in other cancers. It was proven that the drastic increase of total medical costs in the future would hardly influence the balance itself. ; Cancer screening, Cost-benefit analysis, Economic evaluation, Lifesaving cost, System model, article, cancer control, cancer mortality, cancer screening, cancer survival, cost benefit analysis, economic evaluation, economics, health care cost, health care ;;
The economic evaluation of screening for colorectal cancer: Case of Iran.;;Clin Lab. 2013.59(5-6):667-74.;Abstract BACKGROUND: Given increasing rates of colorectal cancer (CRC) in countries with intermediate incidence rates, the decision to implement population-based screening must consider the trade-off between high costs and a relatively low yield. We estimated the incremental cost-effectiveness ratio of 10 strategies for colorectal cancer screening, as well as no screening, incorporating quality of life, noncompliance, and data on the costs and benefits of chemotherapy in Iran. METHODS: We used a Markov model to measure the costs and quality-adjusted life expectancy of 50-year-old average-risk Iranian without screening and with screening by each test. In this study, we populated the model with data from the ministry of health and published literature. We considered costs from the perspective of a health insurance organization, with inflation to the 2011 Iranian Rial converted to US dollars. We focused on three tests of the 10 strategies considered, currently being used for population screening in some Iranian provinces (Mazandaran Kerman, Golestan, Ardabil, and Tehran): low-sensitivity guaiac fecal occult blood test, performed annually. fecal immunochemical test, performed annually. and colonoscopy, performed every 10 years. RESULTS: These strategies reduced the incidence of colorectal cancer by 39%, 60%, and 76% and mortality by 50%, 69%, and 78%, respectively, compared with no screening. These strategies generated ICER (incremental cost-effectiveness ratios) of $9067, $654, and $8700 per QALY (quality-adjusted life year), respectively. Sensitivity analyses were performed to evaluate the influence of various parameters on the cost-effectiveness of screening. The results were robust to probabilistic sensitivity analysis. Colonoscopy every 10 years yielded the greatest net health benefit. CONCLUSIONS: Screening for colorectal cancer is cost-effective over conventional levels of WTP (Willingness to Pay). Annual high-sensitivity fecal occult blood testing, such as a fecal immunochemical test, or colonoscopy every 10 years offer the best value for the money in Iran.;Colonoscopy,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/economics,Cost-Benefit Analysis,Early Detection of Cancer/economics*,Early Detection of Cancer/methods*,Female,Guaiac,Humans,Iran,Male,Markov Chains,Occult Blood,Quality-Adjusted Life Years,Guaiac;23865368;
The health and economic impact of scaling cervical cancer prevention in 50 low- and lower-middle-income countries.;;Int J Gynaecol Obstet. 2017 Jul.138 Suppl 1:47-56. doi: 10.1002/ijgo.12184.;Abstract OBJECTIVE: To estimate the health impact, financial costs, and cost-effectiveness of scaling-up coverage of human papillomavirus (HPV) vaccination (young girls) and cervical cancer screening (women of screening age) for women in countries that will likely need donor assistance. METHODS: We used a model-based approach to synthesize population, demographic, and epidemiological data from 50 low- and lower-middle-income countries. Models were used to project the costs (US $), lifetime health impact (cervical cancer cases, deaths averted), and cost-effectiveness (US $ per disability adjusted life year [DALY] averted) of: (1) two-dose HPV-16/18 vaccination of girls aged 10 years. (2) once-in-a-lifetime screening, with treatment when needed, of women aged 35 years with either HPV DNA testing or visual inspection with acetic acid (VIA). and (3) cervical cancer treatment over a 10-year roll-out. RESULTS: We estimated that both HPV vaccination and screening would be very cost-effective, and a comprehensive program could avert 5.2 million cases, 3.7 million deaths, and 22.0 million DALYs over the lifetimes of the intervention cohorts for a total 10-year program cost of US $3.2 billion. CONCLUSION: Investment in HPV vaccination of young girls and cervical cancer screen-and-treat programs in low- and lower-middle-income countries could avert a substantial burden of disease while providing good value for public health dollars. ¯õ? 2017 The Authors. International Journal of Gynecology & Obstetrics published by John Wiley & Sons Ltd on behalf of International Federation of Gynecology and Obstetrics.;Developing Countries,Female,Health Resources/organization & administration,Humans,Mass Screening/economics,Mass Screening/organization & administration*,Medically Underserved Area*,Models, Statistical*,Papillomavirus Infections/economics,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/prevention & control*,Vaccination/economics*,Women's Health,Papillomavirus Vaccines;28691334;
